2013-01-01 00:00	-2.9
2013-01-01 00:30	-3
2013-01-01 01:00	-3
2013-01-01 01:30	-3
2013-01-01 02:00	-3.2
2013-01-01 02:30	-3.4
2013-01-01 03:00	-3.5
2013-01-01 03:30	-3.7
2013-01-01 04:00	-3.9
2013-01-01 04:30	-4.1
2013-01-01 05:00	-4.1
2013-01-01 05:30	-4.3
2013-01-01 06:00	-4.3
2013-01-01 06:30	-4.4
2013-01-01 07:00	-4.4
2013-01-01 07:30	-4.5
2013-01-01 08:00	-4.4
2013-01-01 08:30	-4.4
2013-01-01 09:00	-3.7
2013-01-01 09:30	-2.9
2013-01-01 10:00	-2.4
2013-01-01 10:30	-1.7
2013-01-01 11:00	-1
2013-01-01 11:30	-0.3
2013-01-01 12:00	0.4
2013-01-01 12:30	1
2013-01-01 13:00	1.9
2013-01-01 13:30	2.9
2013-01-01 14:00	4.6
2013-01-01 14:30	6.1
2013-01-01 15:00	6.7
2013-01-01 15:30	6.3
2013-01-01 16:00	5.7
2013-01-01 16:30	4.9
2013-01-01 17:00	3.8
2013-01-01 17:30	2.9
2013-01-01 18:00	2.1
2013-01-01 18:30	1.3
2013-01-01 19:00	0.6
2013-01-01 19:30	0.3
2013-01-01 20:00	0
2013-01-01 20:30	-0.2
2013-01-01 21:00	-0.4
2013-01-01 21:30	-0.5
2013-01-01 22:00	-0.4
2013-01-01 22:30	-0.6
2013-01-01 23:00	-0.7
2013-01-01 23:30	-1
2013-01-02 00:00	-1.3
2013-01-02 00:30	-1.2
2013-01-02 01:00	-1.2
2013-01-02 01:30	-1.4
2013-01-02 02:00	-1.6
2013-01-02 02:30	-1.4
2013-01-02 03:00	-1.5
2013-01-02 03:30	-1.5
2013-01-02 04:00	-1.1
2013-01-02 04:30	-0.9
2013-01-02 05:00	-0.7
2013-01-02 05:30	-0.5
2013-01-02 06:00	-0.2
2013-01-02 06:30	0
2013-01-02 07:00	0
2013-01-02 07:30	0.15
2013-01-02 08:00	0.3
2013-01-02 08:30	0.4
2013-01-02 09:00	0.6
2013-01-02 09:30	0.9
2013-01-02 10:00	1.5
2013-01-02 10:30	2
2013-01-02 11:00	2.3
2013-01-02 11:30	2.5
2013-01-02 12:00	2.8
2013-01-02 12:30	3
2013-01-02 13:00	3.1
2013-01-02 13:30	3.2
2013-01-02 14:00	3.2
2013-01-02 14:30	3.1
2013-01-02 15:00	3.1
2013-01-02 15:30	2.9
2013-01-02 16:00	2.6
2013-01-02 16:30	2.5
2013-01-02 17:00	2.6
2013-01-02 17:30	2.6
2013-01-02 18:00	2.5
2013-01-02 18:30	2.5
2013-01-02 19:00	2.6
2013-01-02 19:30	2.4
2013-01-02 20:00	2.1
2013-01-02 20:30	2.1
2013-01-02 21:00	2
2013-01-02 21:30	1.9
2013-01-02 22:00	1.9
2013-01-02 22:30	1.7
2013-01-02 23:00	1.6
2013-01-02 23:30	1.7
2013-01-03 00:00	1.5
2013-01-03 00:30	1.5
2013-01-03 01:00	1.5
2013-01-03 01:30	1.4
2013-01-03 02:00	1.2
2013-01-03 02:30	1.1
2013-01-03 03:00	1.1
2013-01-03 03:30	1.2
2013-01-03 04:00	1.4
2013-01-03 04:30	1.3
2013-01-03 05:00	1.5
2013-01-03 05:30	1.4
2013-01-03 06:00	1.4
2013-01-03 06:30	1.5
2013-01-03 07:00	1.4
2013-01-03 07:30	1
2013-01-03 08:00	0.5
2013-01-03 08:30	0.3
2013-01-03 09:00	0.4
2013-01-03 09:30	0.2
2013-01-03 10:00	0.7
2013-01-03 10:30	1.3
2013-01-03 11:00	2.7
2013-01-03 11:30	4.1
2013-01-03 12:00	5.3
2013-01-03 12:30	6.1
2013-01-03 13:00	6.8
2013-01-03 13:30	7.5
2013-01-03 14:00	7.3
2013-01-03 14:30	7.7
2013-01-03 15:00	7.8
2013-01-03 15:30	7.9
2013-01-03 16:00	8
2013-01-03 16:30	7.6
2013-01-03 17:00	7.1
2013-01-03 17:30	6.5
2013-01-03 18:00	6.2
2013-01-03 18:30	5.8
2013-01-03 19:00	5.3
2013-01-03 19:30	4.7
2013-01-03 20:00	4.1
2013-01-03 20:30	3.7
2013-01-03 21:00	3.1
2013-01-03 21:30	2.6
2013-01-03 22:00	2.5
2013-01-03 22:30	2.5
2013-01-03 23:00	2.5
2013-01-03 23:30	2.4
2013-01-04 00:00	2.4
2013-01-04 00:30	2.2
2013-01-04 01:00	1.8
2013-01-04 01:30	1.7
2013-01-04 02:00	1.6
2013-01-04 02:30	1.4
2013-01-04 03:00	1.3
2013-01-04 03:30	1.4
2013-01-04 04:00	1.3
2013-01-04 04:30	1.4
2013-01-04 05:00	1.2
2013-01-04 05:30	1.1
2013-01-04 06:00	1
2013-01-04 06:30	1.1
2013-01-04 07:00	0.7
2013-01-04 07:30	0.4
2013-01-04 08:00	0.4
2013-01-04 08:30	0.5
2013-01-04 09:00	0.8
2013-01-04 09:30	1.2
2013-01-04 10:00	2
2013-01-04 10:30	3
2013-01-04 11:00	4
2013-01-04 11:30	4.8
2013-01-04 12:00	5
2013-01-04 12:30	5.1
2013-01-04 13:00	5.9
2013-01-04 13:30	6.5
2013-01-04 14:00	6.5
2013-01-04 14:30	6.4
2013-01-04 15:00	6.6
2013-01-04 15:30	6.9
2013-01-04 16:00	7.1
2013-01-04 16:30	6.9
2013-01-04 17:00	6.4
2013-01-04 17:30	5.8
2013-01-04 18:00	5.2
2013-01-04 18:30	5.1
2013-01-04 19:00	4.8
2013-01-04 19:30	4.3
2013-01-04 20:00	4.2
2013-01-04 20:30	4.2
2013-01-04 21:00	4
2013-01-04 21:30	4.1
2013-01-04 22:00	4.1
2013-01-04 22:30	4
2013-01-04 23:00	3.7
2013-01-04 23:30	3.5
